title,id,price,condition,availability,channel,feed label,language,additional image link,all clicks,brand,description,image link,link,rating average,rating count,shipping(country),new_title,meta_description,image_alt
PAMA Pomegranate Liqueur,56c2921c756275139dc90300,26.99 USD,new,out of stock,Online,US,en,,0,Pama,"PAMA captures the complex, sweet yet tart taste and seductive ruby color of all-natural pomegranates. PAMA is made from all natural California pomegranate juice, premium vodka and a
touch of imported tequila. The California pomegranates are selected at the peak of ripeness and flavor PAMA's delicate balance of sweet and tart helps to brighten the flavors of any cocktail creation, and the unique texture from the tannins of the pomegranate juice create a distinct mouth feel similar to fresh juice. Bottled at 34 proof, PAMA is highly mixable in a range of cocktails such as PAMA and Champagne, PAMA Cosmo and the PAMA Mojito. PAMA's versatility gives you endless PAMAbilites.",https://cityhive-production-cdn.cityhive.net/products/686ef8ca82a7ca6e9b590a2d/large.png?format=square,https://legacywineandliquor.com/shop/product/pama-pomegranate-liqueur/56c2921c756275139dc90300?option-id=e82fc8fbea945c0a06a3ce5a1c42d39e1d88a24b05694551c2823c19d8926727,4.7,3.0,US,PAMA Pomegranate Liqueur - Premium Vodka & Tequila Blend,,Meta: Discover PAMA Pomegranate Liqueur by PAMA Spirits. Elevate cocktails with its sweet-tart taste. Order now for a unique mixology experience!
Mulligans Bourbon Kentucky Bourbon,58a747bb01ff95307e9d6025,35.99 USD,new,in stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/product_details/680a9d819b613e295a80bee5/primary_image/large.png?sig=273c7a02d04b3c3d75df744bf508bde1456bd86e8596c41b894739972a32f9b0,https://cityhive-production-cdn.cityhive.net/product_details/680a9d819b613e295a80bee5/primary_image/large.png?sig=273c7a02d04b3c3d75df744bf508bde1456bd86e8596c41b894739972a32f9b0?format=square",0,,"Get Mulligans Bourbon Kentucky Bourbon from Legacy Wine and Liquor, Sanford, FL for $35.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/mulligans-bourbon-kentucky-bourbon/58a747bb01ff95307e9d6025?option-id=ee89179b5f4eeffd4ef018e5d774f4dce885bfc7c02e2f5ed4d74864982b2877,,,US,Mulligans Kentucky Bourbon - Premium Whiskey Online,,Meta: Discover Mulligans Kentucky Bourbon at Legacy Wine & Liquor. Order now for $35.99 and enjoy premium taste delivered to your door.
Henny Slushie 16oz,6568bc250d341a4003d3d961,7.94 USD,new,in stock,Online,US,en,,0,,"Get Henny Slushie 16oz from Legacy Wine and Liquor, Sanford, FL for $7.94",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/henny-slushie-16oz/6568bc250d341a4003d3d961?option-id=c89d42b54fab8c057abd51697b23512be64808376d9fdabdb63c6aa68ffa3bce,,,US,Henny Slushie 16oz - Refreshing Drink at Legacy Wine & Liquor,,"Meta: Discover Henny Slushie 16oz at Legacy Wine & Liquor, Sanford. Just $7.94! Shop now for a refreshing experience."
Rose's Sweetened Lime Juice,58a4587001ff950d1fb1fc0f,5.99 USD,new,in stock,Online,US,en,,0,,"Get Rose's Sweetened Lime Juice from Legacy Wine and Liquor, Sanford, FL for $5.99",https://cityhive-production-cdn.cityhive.net/products/564bd87969702d5e97b70000/large.png?format=square,https://legacywineandliquor.com/shop/product/roses-sweetened-lime-juice/58a4587001ff950d1fb1fc0f?option-id=b9ce718d54364c5418ff9e98303d5c741d6817fdf87738799279da9ab6143138,5.0,1.0,US,Rose's Sweetened Lime Juice - Refreshing Citrus Mixer,,Meta: Discover Rose's Sweetened Lime Juice at Legacy Wine & Liquor. Shop now for $5.99!
Yellowstone Select Bourbon,56df4e4269702d6e40a80200,42.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/65cdc995302f102bd93d178f/large.png?format=square,0,,Crafted using some of the finest hand-selected 4-year and 7-year Kentucky Straight Bourbon barrels available. Aromas of leather and dried fruit with slight citrus and smoky oak. Spicy rye notes on the palate with soft leathered cherries fading to smoky caramel.,https://cityhive-production-cdn.cityhive.net/products/65cdc995302f102bd93d178f/large.png,https://legacywineandliquor.com/shop/product/yellowstone-select-bourbon/56df4e4269702d6e40a80200?option-id=11b41cb02cda78f1b54a60426ea97e9127cb9acf10b54db3814d6855dd8757b9,3.5,19.0,US,Premium Yellowstone Select Kentucky Bourbon Whiskey,Discover Yellowstone Select Bourbon by [Brand Name]. Enjoy rich flavors and aromas. Order now for a taste of luxury!,Yellowstone Select Kentucky Bourbon bottle with rich aroma notes
Captain Morgan Sweet Chili Lime Rum,675a4a0300444b0f493c348f,27.99 USD,new,in stock,Online,US,en,,0,Captain Morgan,"Captain Morgan Sweet Chili Lime Rum is a unique and flavorful spirit that combines the sweet heat of chili with zesty lime notes. This 750ml bottle contains a 70 Proof rum that is perfect for creating exciting cocktails with a twist. Whether you enjoy it on the rocks or mixed in your favorite drink, this rum is sure to add a delicious kick to your drinking experience.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/captain-morgan-sweet-chili-lime-rum/675a4a0300444b0f493c348f?option-id=561dc3121694ad2a6608494cf14474ecd56c92ad09323e679325294e3798d3d2,,,US,"Captain Morgan Chili Lime Rum - Bold Flavor, 750ml, 70 Proof",,"Meta: Discover Captain Morgan Chili Lime Rum, 750ml. Unleash bold flavors in cocktails. Buy now for a spicy twist! Perfect for adventurous spirits."
Franzia Refreshing White California,58a7470201ff95307e9d5f09,14.99 USD,new,in stock,Online,US,en,,2,Franzia,"A medium-bodied, Crisp White wine with floral aromas and fruit flavors. Pair it with pasta, fresh vegetables and hiking. Serve chilled.",https://cityhive-production-cdn.cityhive.net/products/6167d0e4af154740010ef8c9/large.png?format=square,https://legacywineandliquor.com/shop/product/franzia-refreshing-white-california/58a7470201ff95307e9d5f09?option-id=5a6b4a075f47e79118a734fc76e53bc8822fadeccddbb2088a408f3a18485f87,5.0,1.0,US,Franzia Refreshing White Wine - Crisp & Floral California Blend,Discover Franzia's Crisp White Wine - floral aromas & fruit flavors. Perfect with pasta or veggies. Order now for a refreshing taste!,Franzia Refreshing White Wine with floral aromas and fruit flavors
Game Blue,64346f21ae3cb61ed876699b,1.29 USD,new,in stock,Online,US,en,,0,,"Get Game Blue from Legacy Wine and Liquor, Sanford, FL for $1.29",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/game-blue/64346f21ae3cb61ed876699b?option-id=e01a4d55030734168d582e3f435b8f0bf94296064d7d56d4c09c674fa583d76d,,,US,Game Blue Cigars - Premium Flavor at Legacy Wine & Liquor,,"Meta: Discover Game Blue Cigars at Legacy Wine & Liquor, Sanford, FL. Buy now for just $1.29! Enhance your experience with our premium selection."
Russell's Reserve 13 Year Old Bourbon,60aeaeaaf174024470ca98ad,149.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,8,Russell's Reserve,"Legendary Master Distiller's Jimmy and Eddie Russell use over 100 years of combined experience to create this thoughtfully crafted expression. Each bottle of Russell’s Reserve 13 Year Old is aged for a minimum of 13 years, reaching a barrel proof of 114.8 and promising a distinctive, rich, warm flavor best enjoyed right out of the bottle.",https://cityhive-production-cdn.cityhive.net/products/67e1569517bfb725911e2edd/large.png?format=square,https://legacywineandliquor.com/shop/product/russells-reserve-13-year-old-bourbon/60aeaeaaf174024470ca98ad?option-id=ca85c0d6464b572d6f48f79749c6e038202967382bdda2df02ca2fc724bfbc2d,4.0,4.0,US,Russell's Reserve 13 Year Bourbon - Premium Aged Whiskey,,"Meta: Discover Russell's Reserve 13 Year Bourbon. Enjoy rich, warm flavors crafted by legendary distillers. Shop now for premium whiskey at its finest."
SVEDKA Grapefruit Jalapeno Flavored Vodka,57179e9e69702d2500ac4900,7.99 USD,new,in stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/5e744faab22d7715fd58fbfa/large.png?format=square",0,Svedka,"SVEDKA Grapefruit Jalapeno Flavored Vodka offers a pure, clear taste that can't be replicated. Sweet and tart naturally flavored grapefruit vodka with a hot and spicy jalapeno kick, it's delicious mixed into grapefruit drinks and countless vodka cocktails. Starting with Swedish winter wheat and the finest spring water, this 750 mL bottle of vodka is distilled five times to remove impurities. The result is smooth and easy drinking SVEDKA vodka with a balanced body, rounded sweetness and crisp finish. Enjoy this Swedish vodka on the rocks or prepare a Martini, Fuego or Dog Bite. BRING YOUR OWN SPIRIT. ENJOY RESPONSIBLY. 2020 Spirits Marque One, San Francisco, CA. 35% alc. by vol. (70 proof)",https://cityhive-production-cdn.cityhive.net/products/5e744faab22d7715fd58fbfa/large.png,https://legacywineandliquor.com/shop/product/svedka-grapefruit-jalapeno-flavored-vodka/57179e9e69702d2500ac4900?option-id=608abe1874f9c368881783a147e847a132884c2f3efcdd33af9856e10d90a48f,5.0,1.0,US,SVEDKA Grapefruit Jalapeno Vodka - Spicy & Sweet Flavored Spirit,,"Meta: Discover SVEDKA's Grapefruit Jalapeno Vodka. Bold flavors, smooth finish. Perfect for cocktails. Shop now and spice up your drinks!"
Smirnoff 80 Proof Vodka,58aa2e22ce54844ae4df983c,12.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6093ed8c4c9e6910ca4ebbaf/large.png?format=square,0,Smirnoff,"As the World's No. 1 Vodka, Smirnoff No. 21 80 Proof Vodka delivers a dry finish for elevated smoothness and clarity. Each bottle is Kosher Certified, gluten free, and made from non-GMO corn for quality. Triple distilled and 10 times filtered using Smirnoff's multiple column filtration method, this award-winning vodka boasts a remarkable smoothness. Enjoy this spirit on the rocks, or use it to whip up your favorite cocktail. Simply mix this vodka with ginger beer and lime juice, and you have a classic Smirnoff Moscow Mule. This vodka is a smooth choice for creating tempting vodka cocktails to serve at your next party or get-together. Includes one 750 mL bottle of No. 21 80 Proof Vodka. Please enjoy responsibly.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/smirnoff-80-proof-vodka/58aa2e22ce54844ae4df983c?option-id=936102e959f5219dda00182f89d08775ea8e3a1f445c65db47ddcf3b1f265aaf,5.0,21.0,US,"Smirnoff No. 21 80 Proof Vodka - Smooth, Kosher, Gluten-Free",,"Meta: Discover Smirnoff No. 21 Vodka, triple distilled for smoothness. Kosher, gluten-free, and non-GMO. Elevate your cocktails today!"
Bulleit Bourbon 10 yr,5521cef065613100036d0000,54.99 USD,new,in stock,Online,US,en,,0,Bulleit Bourbon,"Bulleit Bourbon 10 Year Old is Tom Bulleit’s selected reserve. Aged in charred American white oak, select Bulleit Bourbon barrels were set aside to age for 10 years. The result is a special expression of Bulleit that provides a rich, deep, incredibly smooth sipping experience.",https://cityhive-production-cdn.cityhive.net/products/65cde7ec1759072b941ee2dd/large.png?format=square,https://legacywineandliquor.com/shop/product/bulleit-bourbon-10-yr/5521cef065613100036d0000?option-id=5d6fc3303c2dad2140fe84fe4d31aeb66cdba9eb8cdaeffd09da41786013bf2a,3.6,16.0,US,Bulleit 10 Year Bourbon Whiskey - Premium Aged Reserve,"Discover Bulleit 10 Year Bourbon, aged to perfection. Enjoy rich, smooth flavors. Buy now from [Brand Name] for a premium sipping experience.",Bulleit 10 Year Bourbon Whiskey Bottle
Stella Rosa Rosso,582dc7c236d5f31a8d7a1fb4,11.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6552d7d3c8d1ad27b1c4c857/large.png?format=square,0,,"This semi-sweet, semi-sparkling red wine is the must-have at every and any occasion, sporting vivid flavors of fresh strawberry and raspberry. Great with aged Gouda and Pepper Jack cheeses, spicy pasta primavera with garlic bread, beef enchiladas, chocolate-covered strawberries, cheesecake with berries.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/stella-rosa-rosso/582dc7c236d5f31a8d7a1fb4?option-id=55813640c6c0979ffd465e47f234d2f540a6c3a2bacefd887fff174cfba7fa78,4.3,9.0,US,Stella Rosa Rosso Semi-Sweet Sparkling Red Wine 750ml,,"Meta: Discover Stella Rosa Rosso, a semi-sweet sparkling red wine. Perfect for any occasion. Enjoy vivid strawberry & raspberry flavors. Shop now!"
Smirnoff 80 Proof Vodka,577344d869702d2a347f4500,4.49 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6093ed8c4c9e6910ca4ebbaf/large.png?format=square,0,Smirnoff,"As the World's No. 1 Vodka, Smirnoff No. 21 80 Proof Vodka delivers a dry finish for elevated smoothness and clarity. Each bottle is Kosher Certified, gluten free, and made from non-GMO corn for quality. Triple distilled and 10 times filtered using Smirnoff's multiple column filtration method, this award-winning vodka boasts a remarkable smoothness. Enjoy this spirit on the rocks, or use it to whip up your favorite cocktail. Simply mix this vodka with ginger beer and lime juice, and you have a classic Smirnoff Moscow Mule. This vodka is a smooth choice for creating tempting vodka cocktails to serve at your next party or get-together. Includes one 750 mL bottle of No. 21 80 Proof Vodka. Please enjoy responsibly.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/smirnoff-80-proof-vodka/577344d869702d2a347f4500?option-id=c94d3c86e759d8eecc6b70835361bec2fcdd97cfd35b6cc77ff02fafa72aabf5,5.0,21.0,US,Smirnoff No. 21 Vodka 80 Proof - Smooth & Gluten-Free,,"Meta: Discover Smirnoff No. 21 Vodka, 80 Proof. Gluten-free, kosher, and triple distilled for ultimate smoothness. Perfect for cocktails. Shop now!"
Mac Forbes Chardonnay Yarra Valley Australia,62ef4bad5876d13ff0bc2e49,15.99 USD,new,in stock,Online,US,en,,0,,"Get Mac Forbes Chardonnay Yarra Valley Australia from Legacy Wine and Liquor, Sanford, FL for $15.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/mac-forbes-chardonnay-yarra-valley-australia/62ef4bad5876d13ff0bc2e49?option-id=c291c4156aadc257c666046a66f0e1b15dcf27725f0950be7a8f8f3d1e90702f,,,US,"Yarra Valley Chardonnay - Mac Forbes Wine, Australia",,"Meta: Discover Mac Forbes Chardonnay at Legacy Wine & Liquor, Sanford, FL. Shop now for just $15.99!"
Wild Turkey Jimmy Russell's 70th Anniversary 8-Year-Old,66e3dfe6dd68e84fb71afff9,115.99 USD,new,out of stock,Online,US,en,,0,Wild Turkey,"Wild Turkey Jimmy Russell 70th anniversary 8YO is a celebration of Jimmy’s incredible milestone. The limited-edition release is age-stated and features an additional unique blend of 8 and 9 YO bourbons from Jimmy’s favorite rick house, delivered at 101 proof to Jimmy’s liking.",https://cityhive-production-cdn.cityhive.net/products/67e15860f022e47bfb66acb9/large.png?format=square,https://legacywineandliquor.com/shop/product/wild-turkey-jimmy-russells-70th-anniversary-8-year-old/66e3dfe6dd68e84fb71afff9?option-id=518b1039ae7e5f8f0db494366e54c96d113eae5a313f4e2de06cf95bfa6ca9bf,1.0,1.0,US,Wild Turkey 8-Year Anniversary Bourbon - Limited Edition Whiskey,"Celebrate with Wild Turkey's 8YO Anniversary Bourbon. Limited edition, crafted for connoisseurs. Order now and savor the legacy.",Wild Turkey 8-Year Anniversary Limited Edition Bourbon Bottle
Ron Marques Del Valle 8yr Old Columbia,5a9423b1fdc92722fe75be94,19.99 USD,new,out of stock,Online,US,en,,0,columbia,"Get Ron Marques Del Valle 8yr Old Columbia from Legacy Wine and Liquor, Sanford, FL for $19.99",https://cityhive-production-cdn.cityhive.net/products/5f2310e266f105237c7d5a02/large.png?format=square,https://legacywineandliquor.com/shop/product/ron-marques-del-valle-8yr-old-columbia/5a9423b1fdc92722fe75be94?option-id=09adcec73f7a466b653b7fc70471288e5313f73e6b0c8aa585638727f30fcde4,,,US,Ron Marques Del Valle 8-Year Colombian Rum - Buy Online Now,,Meta: Discover Ron Marques Del Valle 8-Year Rum at Legacy Wine & Liquor. Shop now for $19.99 and elevate your spirits collection!
Parrot Bay Coconut 90 Proof,5f77b89c99ecae08bcd96382,24.99 USD,new,out of stock,Online,US,en,,0,Parrot Bay,"A premium merge of fresh, rich, coconut flavor with a light, crisp Puerto Rican rum, Captain Morgan's Parrot Bay flavored rums envelop you in a sensation that satisfies all five of your senses.",https://cityhive-production-cdn.cityhive.net/products/60231a69f599be26a1aed5b0/large.png?format=square,https://legacywineandliquor.com/shop/product/parrot-bay-coconut-90-proof/5f77b89c99ecae08bcd96382?option-id=cd5020ea0786a83f88daeeac7400d672555c0632e009b3e8fcceb70ef0a04b6e,,,US,Parrot Bay Coconut 90 Proof Rum - Exotic Flavor Burst,Discover Parrot Bay Coconut 90 Proof by Captain Morgan. Indulge in rich coconut rum. Buy now for a tropical escape!,Parrot Bay Coconut 90 Proof Rum Bottle
99 Peaches Liqueur,5b35fea72f57ec04ce096ae2,5.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/653838c6d5ec7b0fb5b4ac9e/large.png?format=square,0,99 Brand,"99 Brand delivers the most intense drink experience with extreme flavor and energy.

99 Brand is a 99 proof full flavor shot. It combines bold flavors with high proof, giving consumers a great tasting intense shot. Big, “explosive” tastes that capture the essence of consumer favorites – extreme flavor in every shot.

Tasting Notes:
Like taking a big bite out of a fresh peach, hold the fuzz.",https://cityhive-production-cdn.cityhive.net/products/653838c6d5ec7b0fb5b4ac9e/large.png,https://legacywineandliquor.com/shop/product/99-peaches-liqueur/5b35fea72f57ec04ce096ae2?option-id=8a2688ef03c18d601619944de9edd82822b05e160d3740305e2b0ae808997cfa,,,US,99 Proof Peach Liqueur - Bold & Intense Flavor Shot,,"Meta: Discover 99 Brand's Peach Liqueur. Bold, 99 proof flavor in every shot. Experience the intensity! Shop now for explosive taste."
